,Event Date,CIS #,AE,Definite,Entered By,Entered Date,Customer,Adult Guests, Event Menu, Specialty Menu Items, Sweet Treats, Wedding Cake, Coffee + Tea Service, Soft Beverages, Specialty Soft Beverages, Alcoholic Beverages, Wine Service with Dinner, Champagne Toast, Event Personnel, Equipment - TBD, In House Equipment, In House Linens, In House Tables & Chairs, Equipment Rentals, Equipment Rentals - TBD, Venue to Provide, Florals, Florals - Outside, Decor, Tenting, Lighting, Valet, Credit Card Processing Fee, Service Charge, Venue Fee, Gratuity, Delivery, Suggestions & Options, Our Gift to You!, Total Discount,State, Subtotal,Sales Tax
1470,2016-03-18,13340,Tracy,03/14/16,Toth,03/01/2016,Georgetown University McDonough School of Business,50,1920,,360,,,180,,644,,,1550,,675,,,1050,,,175.0,255,,,,,,,,,100,,, 185,DC, 6734,407.87
1471,2016-03-19,13171,Tracy,02/25/16,Toth,02/15/2016,Crowell & Moring LLP,40,1660,,320,,,180,,,,,1825,,742.8,,,455,,,175,,,,,,,,,,100,,, 50,VA, 5457.8, 407.87
1472,2016-03-21,13542,Tracy,03/17/16,Toth,03/17/2016,Jack Jetmund,1,70,,,,,60.0,,292.0,,,575.0,,270.0,75.0,,,,,,,,,,,,,,,35,,, 256,DC, 111, 10.5
1473,2016-03-23,13467,Tracy,03/17/16,Toth,03/10/2016,Georgetown University Regional Engagement,40,320,,,,37.5,60,,292,,,575,,270,75,,,,,,,,,,,,,,,100,,, 215,DC, 1692,
1474,2016-03-24,13242,Tracy,02/22/16,Camacho,02/20/2016,Smithsonian Center for Learning & Digital Access,20,200,,,,37.5,40,,452.0,,,740.0,,60,,,165.0,,,,,,,,,,,,,75,,, 25,DC, 412.5,
1475,2016-03-25,13295,Tracy,03/15/16,Toth,02/25/2016,Smithsonian American Art Museum,110,1375,,,,,165,,452,,,740,,513.75,,,165,,,,,,,,,,,,,100,,, 221.25,DC, 3510.75,
1476,2016-03-26,13106,Tracy,02/11/16,Toth,02/09/2016,DAWN,200,3672,,,,,450.0,,,,,1035.0,,600.0,420.0,,204.75,,,,,,,,,,,,,100,,, 350,DC, 3772,
1477,2016-03-29,13137,Tracy,02/11/16,Toth,02/11/2016,Georgetown University McDonough School of Business,225,1406.25,,660.0,,,450,,515.0,,,1035,,600,420,,204.75,,,,,,,,,,,,,100,,, 530,DC, 4216,
1478,2016-03-30,13385,Tracy,03/03/16,Toth,03/03/2016,Georgetown University Law Center,110,2860,,660,,,330,,515,,,1695,,1516,75.0,,533,,,,,,,,,,,,,150,,, 299,DC, 8259,
1479,2016-04-04,13574,Tracy,03/28/16,Toth,03/21/2016,Georgetown University Office of Advancement,40,600,,,,,60,,278,,,545,,240,75,,,,,,,,,,,,,,,100,,, 205,DC, 1898,
1480,2016-04-05,13643,Tracy,03/28/16,Toth,03/28/2016,Georgetown Law Residence Life,28,672,,,,,256.0,,768.0,764.0,,300,,1370.01,,,1736.55,,,,,,,,,,,,,28,,, 827.96,DC, 1000,
1481,2016-04-06,13468,Tracy,03/21/16,Toth,03/10/2016,Georgetown University Law Center CLE Program,128,5280,,,,100.0,256,,768,764,,3800,,1370.01,,,1736.55,,,,,,,,,,,,,100,,, 502.19,DC, 14074.56,
1482,2016-04-07,13590,Tracy,04/01/16,Toth,03/22/2016,Georgetown University McDonough School of Business,40,750,,,,100,145,,,,,675,,187.5,,,483.13,,,,,,,,,,,,,75,,, 137.5,DC, 2415.63,
1483,2016-04-07,13243,Tracy,03/14/16,Camacho,02/20/2016,Smithsonian Center for Learning & Digital Access,20,200,,296.0,,37.5,40,,269.0,268.0,,1850.0,,60,,,1768.0,,,,,,,,,,,,,75,,, 25,DC, 412.5,
1484,2016-04-07,13500,Tracy,03/14/16,Camacho,03/14/2016,Smithsonian Museum of Natural History,37,2111.75,,296,,,68,,269,268,,1850,,230,,,1768,,,,,,,,,,,,,150,,, 140,DC, 7010.75,
1485,2016-04-07,13594,Tracy,04/01/16,Toth,03/22/2016,Georgetown University McDonough School of Business,42,1209,,320,,90.0,42,,252,320,,1265,,231,,,75,,,,,,,,,,,,,75,,, 306,DC, 3789,
1486,2016-04-14,13727,Tracy,04/07/16,Toth,04/05/2016,Georgetown University McDonough School of Business,30,630,,,,90,75,,,,,775,,270,,,426,,,,,,,,,,,,,150,,, 90,DC, 2416,
1487,2016-04-14,13244,Tracy,03/14/16,Camacho,02/20/2016,Smithsonian Center for Learning & Digital Access,20,200,,,,37.5,40,,790.0,,,1250.0,,60,,,450.0,,,,,,,,,,,,,75,,, 25,DC, 412.5,
1488,2016-04-15,13507,Tracy,03/24/16,Toth,03/15/2016,Georgetown University McDonough School of Business,120,1680,,,,,240,,790,,,1250,,828,,,450,,,,,,,,,,,,,100,,, 242,DC, 5338,
1489,2016-04-22,13901,Tracy,04/21/16,Camacho,04/21/2016,Georgetown University McDonough School of Business,35,875,,,,38.0,,,,,,1029.0,,57.0,,,160.0,,,,,,,,,,,,,35,,,50.0,DC, 910,126.06
1490,2016-04-23,13640,Tracy,03/28/16,Toth,03/28/2016,Areen,19,475,,300.0,,38,325.0,,,,,1029,,57,,,160,,,,,,,,,,,,,100,,, 50,MD, 1859, 126.06
1491,2016-04-25,13614,Tracy,03/24/16,Toth,03/24/2016,The Partnership  Inc.,50,2532.5,,300,,200,325,,,,,1700,,724.23,,,1151,,,,,,,,,,,,,150,,, 204.27,DC, 7082.73, 708.27
1492,2016-04-26,13617,Tracy,03/31/16,Toth,03/24/2016,The Partnership  Inc.,50,900,,300.0,,125,225,,,,,750,,450,,,,,,,,,,,,,,,,100,,, 200,DC, 2550, 255
1493,2016-04-26,13811,Tracy,04/18/16,Toth,04/13/2016,Army Protocol Directorate Office of the Chief of Staff of the Army,100,1500,,300,,37.5,275,,,,,955,,350,,,,,,,,,,,,,,,,100,,, 400,VA, 3480,
1494,2016-04-28,13245,Tracy,03/14/16,Camacho,02/20/2016,Smithsonian Center for Learning & Digital Access,20,200,,,,37.5,40,,,,,475.0,,60,,,350.0,,,,,,,,,,,,,75,,, 25,DC, 412.5,
1495,2016-04-28,13741,Tracy,04/19/16,Toth,04/06/2016,Smithsonian Institution Office of Special Events,25,260,,,,62.5,87.5,,,,,475,,160,,,350,,,,900.0,,,,,,,,,100,,, 90,DC, 1495,
1496,2016-04-29,13644A,Tracy,04/12/16,Toth,03/28/2016,Smithsonian Institution Office of Special Events,65,4188.5,,300.0,,292.5,777.5,,736.0,,,4095,,1232,,,3550,,,,900,,,,,,,,,150,,, 308,DC, 15185.5,
1497,2016-04-29,13517,Tracy,04/07/16,Toth,03/16/2016,Georgetown University McCourt School of Public Policy,75,1200,,300,,200.0,168.75,,736,,,1522,,750,,,660,,,,1750.0,,,,,,,,,100,,, 50,DC, 5436.75,
1498,2016-04-29,13683,Tracy,04/12/16,Toth,04/01/2016,Smithsonian Institution Office of Special Events,80,4084,,720,,200,80,,13564.5,,,4404,,896,,,5049,,,,1750,675.0,,9409.0,,,,,,150,,, 224,DC, 17333,11366.25
1499,2016-04-29,13229EAS,Tracy,03/21/16,Keene,02/18/2016,The International Society for Heart & Lung Transplantation,1200,48000,,6000,,137.5,2400,,13564.5,,,18460,,7046.1,,,11966.9,,,,,675,,9409,,,,,,150,,, 2448.7,DC, 123071.5, 11366.25
1500,2016-05-02,13757,Tracy,04/23/16,Toth,04/08/2016,Smithsonian Center for Learning & Digital Access,100,1910,,250,,137.5,300,,,,,1444,,937.5,,,740,,,,,,,,,,,,,125,,, 500,DC, 5844,
1501,2016-05-03,13506,Tracy,04/23/16,Toth,03/15/2016,Georgetown University McDonough School of Business,300,4665,,600,,,450,,364.0,,,1675,,1012.5,,,1575,,,,,,,,,,,,,150,,, 337.5,DC, 10127.5,
1502,2016-05-05,13246,Tracy,02/20/16,Toth,02/20/2016,Smithsonian Center for Learning & Digital Access,50,700,,1840.0,,400.0,100,,364,800.0,,805,,150,,,365,,,,1515.0,,,2495.0,,,,,,75,,, 75,DC, 2559,
1503,2016-05-06,12660,Tracy,03/29/16,Toth,12/31/2015,Naval Attaches of the Western Hemisphere,200,9224,,1840,,400,800,75.0,4264.75,800,,5559,,2802.4,,,1871,,,,1515,,,2495,,,,,,150,,, 1209.6,DC, 31721.15,
1504,2016-05-17,13357,Tracy,04/23/16,Toth,03/02/2016,Smithsonian Institution Office of Special Events,100,1300,,,,150,150,75,,,,640.5,,487.5,189.0,,444,,,375.0,,,,,,,,,,50,,, 437.5,DC, 3297,
1505,2016-05-19,14102,Tracy,05/11/16,Toth,05/11/2016,Georgetown University Department of Psychology,65,1300,,,,162.5,227.5,,1175.0,,,515,,390,189,,,,,375,,,,,,,,,,100,,, 261,DC, 3259,
1506,2016-05-19,13928,Tracy,05/09/16,Toth,04/23/2016,Georgetown University Office of Fellowships  Awards and Resources,350,2362.5,,,,,437.5,,1175,,,1325,,1050,206.25,,,,,,,,,,,,,,,75,,, 1193.75,DC, 6634.25,
1507,2016-05-20,13765,Tracy,05/09/16,Camacho,04/08/2016,Georgetown University McDonough School of Business,70,910,,,,,,,,,,550,,315,50.0,,,,,,,,,,,,,,,75,,, 260,DC, 1850,
1508,2016-05-21,13941,Tracy,04/25/16,Toth,04/25/2016,National Portrait Gallery,30,240,,,,800.0,4800.0,,940.0,,,401,,120,50,,13920.0,,,,2000.0,,,,,,,,,75,,, 75,DC, 886,
1509,2016-05-21,11858A,Tracy,03/21/16,Toth,10/22/2015,Georgetown University Law Center,1600,48367.5,,,,800,4800,,940,,,20347.5,,6000,,,13920,,,,2000,,,,,,,,,300,,, 6367.5,DC, 97475,
1510,2016-05-22,14165,Tracy,05/17/16,Toth,05/17/2016,Smithsonian Museum of Natural History  Human Origins Program,17,374,,,,59.5,,,,,,,,34,,,,,,,,,,,,,,,,50,,,,DC, 517.5,
1511,2016-05-23,14180,Tracy,05/17/16,Toth,05/17/2016,Smithsonian Museum of Natural History  Human Origins Program,17,280.5,,,,59.5,130.0,,,,,764.0,,34,,,618.0,,,,,,,,,,,,,45,,,391.25,DC, 419,
1512,2016-05-23,14081,Tracy,05/12/16,Toth,05/10/2016,Georgetown University School of Foreign Service,65,1202.5,,,,162.5,130,,,,,764,,391.25,,,618,,,,,,,,,,,,,150,,, 391.25,DC, 3418.25,
1513,2016-05-23,14181,Tracy,05/17/16,Toth,05/17/2016,Smithsonian Museum of Natural History  Human Origins Program,17,374,,,,59.5,237.5,,,,,1030.0,,532.0,,,440.87,,,,,,,,,,,,,45,,,133.0,DC, 478.5,
1514,2016-05-23,14060,Tracy,05/15/16,Toth,05/07/2016,Georgetown University School of Continuing Studies,95,1615,,,,580.0,237.5,,,,,1030,,532,,,440.87,,,,,,,,,,,,,150,,, 133,DC, 4005.37,1201.88
1515,2016-05-24,13595A,Tracy,05/13/16,Toth,03/22/2016,Lux Consulting Group  Inc.,145,5395,,,,580,690,,,,,1695,,1413.75,,,2095,,,,,,,,,,,,,150,,, 471.25,DC, 12018.75, 1201.88
1516,2016-05-24,14061,Tracy,05/16/16,Toth,05/07/2016,Georgetown University School of Continuing Studies,125,1993.75,,,,580.0,250,,,,,855,,543.75,,,507,,,,,,,,,,,,,100,,, 50,DC, 4249.5,1031.25
1517,2016-05-25,13611A,Tracy,05/13/16,Toth,03/23/2016,Lux Consulting Group  Inc.,145,5757.5,,,,580,890,,,,,1375,,1560,,,,,,,,,,,,,,,,150,,, 325,DC, 10312.5, 1031.25
1518,2016-05-26,13612A,Tracy,05/13/16,Toth,03/23/2016,Lux Consulting Group  Inc.,145,5585,,,,580,890,,,,,1295,,870,,,,,,,,,,,,,,135.0,,150,,, 290,DC, 9370, 937
1519,2016-05-26,14064,Tracy,05/13/16,Toth,05/09/2016,Smithsonian Institution  Smithsonian Associates,300,1200,,,,,150,,,,,3094,,1722,285.0,,,,,,,,,,,,,135,,100,,, 788,DC, 6401,
1520,2016-06-03,13537,Tracy,05/09/16,Toth,03/17/2016,Georgetown University Office of Advancement,150,900,,,,,337.5,,528.0,,,935,,675,285,,236.8,,,,,,,,,,,,,100,,, 275,DC, 3232.5,
1521,2016-06-03,14213,Tracy,05/19/16,Toth,05/19/2016,Georgetown University McDonough School of Business,75,1200,,,,170.0,75,,528,,,1175,,363.75,,,236.8,,,36.0,,300.0,,,,,,,,50,,, 100,DC, 3628.55,
1522,2016-06-03,11589,Tracy,11/11/15,Toth,09/30/2015,Georgetown University Office of Advancement,170,1870,,,,170,510,,3187.5,,,2166,,1020,,,1155,,,36,,300,,,,,,,,100,,,615.0,DC, 10514.5,
1523,2016-06-04,13190,Tracy,04/23/16,Toth,02/16/2016,Georgetown University Office of Advancement,400,2400,,140.0,,700,520,,350.0,,,825,,975,,,,,,100.0,,,,,,,,,,100,,, 615,DC, 5520,
1524,2016-06-04,13251,Tracy,04/23/16,Toth,02/22/2016,Georgetown University Office of Advancement,70,560,,140,,,35,,350,,,495,,210,,,768.0,,,100,,,,,,,,,,100,,, 545,DC, 1990,
1525,2016-06-04,11605,Tracy,11/11/15,Toth,10/01/2015,Georgetown University Office of Advancement,175,3500,,,,988.75,350,,2625,,,2675,,1417.5,,,768,,,,,,,,,,,,,100,,,1440.75,DC, 11435.5,
1526,2016-06-05,11684,Tracy,03/16/16,Toth,10/08/2015,Georgetown University - Office of Advancement,565,8955.25,,,,988.75,706.25,,,,,3222,,2373,100.0,,1155.15,,,,,,,,,,,,,150,,, 1440.75,DC, 17550.4,
1527,2016-06-07,14033A,Tracy,05/26/16,Toth,05/04/2016,Patient Privacy Rights,100,1093.75,,,,500,175,,,,,846,,480,100,,,,,,,,,,,,,,,100,,, 320,DC, 3294.75,
1528,2016-06-07,14033B,Tracy,06/01/16,Toth,05/04/2016,Patient Privacy Rights,90,1282.5,,,,225.0,200,,,,,550.0,,300.0,75.0,,,,,,,,,,,,,,,75,,,256.25,DC, 1557.5,
1529,2016-06-08,14038A,Tracy,06/01/16,Toth,05/04/2016,Patient Privacy Rights,75,693.75,,,,225,75,,,,,550,200.0,300,75,,,,,,,,,,,,,,,75,,, 256.25,DC, 1993.75,
1530,2016-06-08,14038B,Tracy,06/01/16,Toth,05/04/2016,Patient Privacy Rights,80,2384,81.75,,,150,240,,,,,1195,200,992,243.75,,,,,,,,,,,,,,400.0,150,,, 379.25,DC, 5554.75,691.28
1531,2016-06-10,12554,Tracy,02/16/16,Cheung,12/18/2015,Nancy Hsiung,106,3736.5,81.75,550.0,,125,212,,245.0,,,2682,,1318.85,595,,719.0,,,,,,,,,,,,400,150,,, 1244.57,VA, 9301.1, 691.28
1532,2016-06-11,13622,Tracy,04/16/16,Toth,03/24/2016,Make 48,110,3850,,550,,42.5,220,,245,,,2300,,990,,,719,,,525.0,,,,,,,,,,150,,, 330,DC, 9024, 902.4
1533,2016-06-11,14182,Tracy,05/26/16,Toth,05/17/2016,Crowell & Moring LLP,17,845.75,,144.5,,42.5,51,,187.5,,,1175,,419.9,,,384,,,525,,,,,,,,,,150,,,50.0,VA, 3737.65, 258.61
1534,2016-06-11,14419,Tracy,06/07/16,Toth,06/07/2016,Treanor,50,695,,,,,150,,187.5,,,350,,72.0,,,,,,,,,,,,,,,,100,,, 50,MD, 1482.5, 124.25
1535,2016-06-14,14489,Tracy,06/11/16,Toth,06/11/2016,Georgetown University CAPS,20,395,,1125.0,337.5,,40,,,,,2288.0,,72,,,1088.2,,,,,300.0,,,,,,,,35,,,1152.5,DC, 542,
1536,2016-06-16,14420,Tracy,06/07/16,Toth,06/07/2016,Georgetown University Law Center,225,8100,,1125,337.5,,1125,,,,,2288,,1102.5,,,1088.2,,,,,300,,,,,,,,100,,, 1152.5,DC, 15566.2,
1537,2016-06-16,14410,Tracy,06/07/16,Toth,06/07/2016,Street Law  Inc.,36,189,,,,90.0,,,,,,,,72,,,,,,,,,,,,,,,,35,,,,DC, 296,
1538,2016-06-17,14413,Tracy,06/07/16,Toth,06/07/2016,Street Law  Inc.,36,423,,,,90,72.0,,,,,,,108,,,,,,,,,,,,,,,,45,,,45.0,DC, 666,
1539,2016-06-17,14414,Tracy,06/07/16,Toth,06/07/2016,Street Law  Inc.,36,567,,,,90.0,72,,,,,,,108,,,,,,,,,,,,,,,,45,,, 45,DC, 792,
1540,2016-06-18,14415,Tracy,06/08/16,Toth,06/07/2016,Street Law  Inc.,36,423,,,,90,25,,,,,,,108,,,,,,,,,,,,,,,,45,,,,DC, 691,
1541,2016-06-18,14421,Tracy,06/08/16,Toth,06/08/2016,Street Law  Inc.,36,747,,,,,72,,,,,,,108,,,,,,,,,,,,,,,,45,,,60.0,DC, 972,
1542,2016-06-20,14422,Tracy,06/10/16,Toth,06/08/2016,Street Law  Inc.,40,620,,180.0,,,80,,294.0,,,780.0,,120,95.0,,,,,,,,,,,,,,,45,,, 60,DC, 875,
1543,2016-06-20,14376,Tracy,06/06/16,Toth,06/05/2016,Georgetown University Initiative on Catholic Social Thought and Public LIfe,45,900,,180,,162.0,90,,294,,,780,,352.8,95,,,,,,,,,,,,,,,75,,, 243.2,DC, 2766.8,
1544,2016-06-21,14423,Tracy,06/08/16,Toth,06/08/2016,Street Law  Inc.,36,657,,,,162,25,,,,,1090.0,,180,,,888.6,,,,,,,,,,,,,45,,, 60,DC, 1079,
1545,2016-06-23,14467,Tracy,06/10/16,Toth,06/09/2016,Georgetown University School of Continuing Studies,185,3200,,595.0,,212.5,400,,,,,1090,,800,,,888.6,,,780.0,,,,,,,,,,100,,, 50,DC, 6478.6,
1546,2016-06-23,14388,Tracy,06/14/16,Toth,06/06/2016,Smithsonian Institution Office of Special Events,85,2187.25,,595,,212.5,170,,,,,2082,,941.6,,,1514.9,,,780,,,,,,,,,,150,,, 313.87,DC, 8633.25,
1547,2016-06-23,14516,Tracy,06/14/16,Toth,06/14/2016,Street Law  Inc.,36,189,,,,162.0,25.0,,,,,,,72,,,,,,,,,,,,,,,,45,,,,DC, 306,
1548,2016-06-24,14517,Tracy,06/14/16,Toth,06/14/2016,Street Law  Inc.,36,423,,,,162,25,,,,,,,108,,,,,,,,,,,,,,,,45,,,45.0,DC, 773,
1549,2016-06-24,14518,Tracy,06/14/16,Toth,06/14/2016,Street Law  Inc.,36,567,,,,162.0,72,,,,,,,108,,,,,,,,,,,,,,,,45,,, 45,DC, 802,
1550,2016-06-25,14519,Tracy,06/14/16,Toth,06/14/2016,Street Law  Inc.,36,423,,,,162,25,,,,,1640.0,,108,,,473.15,,,,,,,,,,,,,45,,,234.35,DC, 773,
1551,2016-06-25,14503A,Tracy,06/14/16,Toth,06/13/2016,Georgetown Law Residence Life,45,1280.75,,,,157.5,180,,,,,1640,,532.5,,,473.15,,,,,,,,,,,,,100,,, 234.35,DC, 4363.9,
1552,2016-06-25,14520,Tracy,06/14/16,Toth,06/14/2016,Street Law  Inc.,36,819,,100.0,,,72,,,,,974.0,,108,,,257.8,,,,,,,,,,,,,45,,,262.5,DC, 1054,180.16
1553,2016-06-25,14478,Tracy,06/13/16,Toth,06/10/2016,Mayer,25,850,,100,,,80.0,,,,,974,,187.5,,,257.8,,,,,,,,,,,,,75,,, 262.5,VA, 2444.3, 180.16
1554,2016-06-27,14521,Tracy,06/14/16,Toth,06/14/2016,Street Law  Inc.,40,620,,,,162.0,80,,,,,,,120,,,,,,,,,,,,,,,,45,,, 60,DC, 875,
1555,2016-06-28,14522,Tracy,06/14/16,Toth,06/14/2016,Street Law  Inc.,36,657,,1200.0,,162,25,,3480.0,,,4560.0,,180,,,2415.8,,,720.0,,,,,,,,,,45,,, 60,DC, 1079,
1556,2016-06-30,14321,Tracy,06/09/16,Toth,06/01/2016,Smithsonian American Art Museum,300,7500,,1200,,,450,,3480,,,4560,,2265,,,2415.8,,,720,,,,,,,,,,150,,, 2265,DC, 22740.8,
1557,2016-07-04,13976,Tracy,05/19/16,Sutherland,04/28/2016,Smithsonian Institution Office of Special Events,199,11200,,2850,,47.5,1550,,,,,6111,,1944,,,8038.35,,,2549,,,,,,,,,,300,,, 1944,DC, 34542.35,
1558,2016-07-11,14592,Tracy,07/05/16,Toth,06/21/2016,Smithsonian American Art Museum,38,229,,,,47.5,57,,,,,,,76,,,,,,,,,,,,,,,,45,,, 47.5,DC, 454.5,
1559,2016-07-11,14599,Tracy,07/05/16,Toth,06/21/2016,Smithsonian American Art Museum,38,555,,120.0,,,66.5,,280.0,,,985.0,,116.5,,,,,,150.0,,,,,,,,,,35,,, 20,DC, 656.5,
1560,2016-07-11,14600,Tracy,07/05/16,Toth,06/21/2016,Smithsonian American Art Museum,40,1000,,120,,,80,,280,,,985,,116.5,62.5,,,,,150,,,,,,,,,,150,,, 699.5,DC, 2881.5,
1561,2016-07-11,13980,Tracy,06/24/16,Toth,04/28/2016,Georgetown University Law Center Office of Graduate Programs,120,2370,,,,47.5,240,,600,,,898,,480,62.5,,,,,,,,,,,,,,,100,,, 592.5,DC, 4750.5,
1562,2016-07-12,14755,Tracy,07/06/16,Toth,07/06/2016,Smithsonian American Art Museum,38,228,,,,47.5,72,,,,,,,76,,,,,,,,,,,,,,,,45,,, 47.5,DC, 468.5,
1563,2016-07-12,14759,Tracy,07/06/16,Toth,07/06/2016,Smithsonian American Art Museum,38,559,,,,47.5,66.5,,,,,,,76.0,,,,,,,,,,,,,,,,35,,, 20,DC, 660.5,
1564,2016-07-13,14756,Tracy,07/06/16,Toth,07/06/2016,Smithsonian American Art Museum,35,230,,,,47.5,72,,,,,,,76,,,,,,,,,,,,,,,,45,,, 47.5,DC, 470.5,
1565,2016-07-13,14761,Tracy,07/07/16,Toth,07/07/2016,Smithsonian American Art Museum,35,563,,,,,66.5,,420.0,,,925.0,,316.0,60.0,,,,,,,,,,,,,,,35,,,523.0,DC, 664.5,
1566,2016-07-13,14771,Tracy,07/08/16,Toth,07/07/2016,Georgetown University Kalmanovitz Ini,80,660,,,,43.75,140,,420,,,925,,316,60,,,,,,,,,,,,,,,75,,, 523,DC, 2596,
1567,2016-07-14,14757,Tracy,07/11/16,Toth,07/06/2016,Smithsonian American Art Museum,35,213,,,,43.75,67.5,,,,,,,70,,,,,,,,,,,,,,,,45,,, 43.75,DC, 439.25,
1568,2016-07-14,14801,Tracy,07/11/16,Toth,07/11/2016,Smithsonian American Art Museum,35,519.5,,11250.0,,,61.25,,15580.0,,,28995.0,,8152.5,,,4945.45,,,,,,,,,,,,,35,,,19547.5,DC, 615.75,
1569,2016-07-14,139901WES,Tracy,05/19/16,Sutherland,05/02/2016,Smithsonian National Museum of American History,2500,46875,,11250,,43.75,4125,,15580,,,28995,,8152.5,,,4945.45,,,,,,,,,,,,,300,,, 19547.5,DC, 120222.95,
1570,2016-07-15,14758,Tracy,07/11/16,Toth,07/06/2016,Smithsonian American Art Museum,35,213,,2275.0,,43.75,67.5,300.0,,,,3996.0,,70,,,2111.0,,,,,450.0,,,,,,,,45,,, 43.75,DC, 439.25,
1571,2016-07-15,14719,Tracy,07/05/16,Toth,06/30/2016,Georgetown University Law Center,350,10377.5,,2275,,,61.25,300,,,,3996,,3150,,,2111,,,,,450,,,,,,,,100,,, 1250,DC, 22759.5,
1572,2016-07-15,14803,Tracy,07/11/16,Toth,07/11/2016,Smithsonian American Art Museum,35,519.5,,,,,61.25,,125.0,,,475.0,,66.0,,,,,,,,,,,,,,,,35,,,275.0,DC, 615.75,
1573,2016-07-15,14601,Tracy,07/11/16,Toth,06/21/2016,Smithsonian American Art Museum,40,240,,575.0,,,40,,125,,,475,,66,180.0,,,,,,,,,,,,,,,75,,, 275,DC, 1021,
1574,2016-07-15,13981,Tracy,07/11/16,Toth,04/28/2016,Georgetown University Law Center Office of Graduate Programs,115,2415,,575,,,230,,720,,,1129,,845.25,180,,,,,,,,,,,,,,,75,,, 536.75,DC, 6169.25,
1575,2016-07-17,14815,Tracy,07/13/16,Toth,07/12/2016,Georgetown University The Lombardi Cancer Center,23,960.25,,120.75,,,,,,,,745,,172.5,,,,,,,,,,,,,,,,75,,, 247.5,VA, 2073.5,20.53
1576,2016-07-18,14860,Tracy,07/18/16,Toth,07/18/2016,Lux Consulting Group  Inc.,1,205.25,,,,46.25,55.5,,,,,,,74.0,,,,,,,,,,,,,,,,45.0,,,46.25,DC, 205.25, 20.53
1577,2016-07-25,14850,Tracy,07/18/16,Toth,07/18/2016,Smithsonian American Art Museum,38,246.5,,,,46.25,55.5,,,,,,,74,,,,,,,,,,,,,,,,45,,, 46.25,DC, 467.25,
1578,2016-07-25,14864,Tracy,07/18/16,Toth,07/18/2016,Smithsonian American Art Museum,37,548.5,,120.0,,,64.75,,280.0,,,985.0,,116.5,,,,,,150.0,,,,,,,,,,35,,,699.5,DC, 648.25,
1579,2016-07-25,14776,Tracy,07/15/16,Toth,07/07/2016,Smithsonian American Art Museum,40,1000,,120,,46.25,80,,280,,,985,,116.5,,,,,,150,,,,,,,,,,150,,, 699.5,DC, 2881.5,
1580,2016-07-26,14851,Tracy,07/18/16,Toth,07/18/2016,Smithsonian American Art Museum,38,225,,770.0,,46.25,55.5,,,,,2482.0,,74,,,1713.5,,,780.0,,,,,,,,,,45,,, 46.25,DC, 445.75,
1581,2016-07-26,14446,Tracy,07/02/16,Toth,06/09/2016,Smithsonian Institution Office of Special Events,110,2701.5,,770,,275,220,,,,,2482,,1212.52,,,1713.5,,,780,,,,,,,,,,75,,, 479.18,DC, 10229.52,
1582,2016-07-26,14866,Tracy,07/18/16,Toth,07/18/2016,Smithsonian American Art Museum,37,548.5,,,,46.25,64.75,,,,,,,74.0,,,,,,,,,,,,,,,,35,,,46.25,DC, 648.25,
1583,2016-07-27,14853,Tracy,07/18/16,Gray,07/18/2016,Smithsonian American Art Museum,35,226.5,,,,46.25,55.5,,,,,,,74,,,,,,,,,,,,,,,,45,,, 46.25,DC, 447.25,
1584,2016-07-27,14867,Tracy,07/18/16,Toth,07/18/2016,Smithsonian American Art Museum,34,548.5,,,,42.5,64.75,,,,,,,68.0,,,,,,,,,,,,,,,,35,,,42.5,DC, 648.25,
1585,2016-07-28,14855,Tracy,07/18/16,Gray,07/18/2016,Smithsonian American Art Museum,34,208.5,,,,42.5,51,,,,,,,68,,,,,,,,,,,,,,,,45,,, 42.5,DC, 415,
1586,2016-07-28,14868,Tracy,07/18/16,Toth,07/18/2016,Smithsonian American Art Museum,34,506.35,,,,42.5,59.5,,,,,,,68.0,,,,,,,,,,,,,,,,35,,,42.5,DC, 600.85,
1587,2016-07-29,14858,Tracy,07/18/16,Gray,07/18/2016,Smithsonian American Art Museum,34,228.5,,,,42.5,51,,,,,1298.0,,68,,,1027.48,,,,,,,,,,,,,45,,, 42.5,DC, 435,
1588,2016-07-29,14670A,Tracy,07/15/16,Toth,06/27/2016,Georgetown University McDonough School of Business,130,1028.15,,,,,384,,,,,1298,,,,,1027.48,,,,,,,,,,,,,75,,, 593.5,DC, 3812.63,
1589,2016-07-29,14869,Tracy,07/18/16,Gray,07/18/2016,Smithsonian American Art Museum,34,505,,,,,59.5,,125.0,,,475.0,,66.0,,,,,,,,,,,,,,,,35,,,275.0,DC, 599.5,
1590,2016-07-29,14885,Tracy,07/20/16,Gray,07/20/2016,Smithsonian American Art Museum,40,240,,920.0,,287.5,40,,125,460.0,,475,,66,460.0,,,,,,,,,,,,,,,75,,, 275,DC, 1021,
1591,2016-07-29,14389,Tracy,07/22/16,Toth,06/06/2016,Georgetown University Law Center Office of Graduate Programs,115,3737.5,,920,,287.5,287.5,,1044.25,460,,2734,,1601.66,460,,1299.32,,,,,,,,,,,,,100,,, 1143.89,DC, 11632.41,
1592,2016-07-30,14672,Tracy,07/15/16,Toth,06/27/2016,Georgetown University McDonough School of Business,180,2475,,,,,315,,,,,1080,,810.0,,,1299.32,,,,,,,,,,,,,50,,, 150,DC, 5219.32,
